Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
FR12423,Oregon,24127.50402,Yes,Basic,Bachelor,1/26/2011,Medical Leave,M,14072,Suburban,Divorced,71,13,3,0,2,Personal Auto,Personal L3,Offer1,Agent,511.20,Four-Door Car,Medsize
IY87065,California,5246.278375,Yes,Basic,Bachelor,1/21/2011,Employed,F,28909,Suburban,Married,66,15,66,0,8,Corporate Auto,Corporate L1,Offer1,Agent,456.70,Two-Door Car,Medsize
LR49944,Nevada,2744.73543,No,Basic,Doctor,2/25/2011,Employed,F,35159,Rural,Married,68,0,73,0,1,Personal Auto,Personal L3,Offer1,Agent,150.50,Two-Door Car,Large
LU40443,Oregon,5543.802692,No,Basic,Master,2/12/2011,Employed,M,64255,Urban,Single,70,7,36,0,8,Personal Auto,Personal L2,Offer2,Web,193.87,Four-Door Car,Medsize
HN54181,California,6013.038073,No,Extended,College,2/9/2011,Unemployed,F,0,Suburban,Single,84,8,30,0,7,Personal Auto,Personal L1,Offer3,Agent,604.80,Four-Door Car,Small
GC52187,Nevada,3650.576237,No,Extended,College,2/23/2011,Employed,F,88842,Urban,Married,90,32,42,0,1,Personal Auto,Personal L2,Offer4,Branch,350.76,Two-Door Car,Large
FH22095,California,2520.818611,No,Basic,College,2/7/2011,Employed,M,39377,Suburban,Married,64,7,53,0,1,Corporate Auto,Corporate L3,Offer2,Branch,307.20,Two-Door Car,Small
KY55245,California,5169.49937,Yes,Basic,High School or Below,2/26/2011,Medical Leave,M,12430,Suburban,Single,73,22,13,0,4,Personal Auto,Personal L3,Offer2,Call Center,350.40,Four-Door Car,Medsize
ST43920,Arizona,2395.57,Yes,Basic,Doctor,1/27/2011,Disabled,F,21986,Suburban,Divorced,63,1,9,0,1,Personal Auto,Personal L3,Offer2,Branch,333.70,Two-Door Car,Medsize
GG84614,Oregon,3031.587812,No,Extended,High School or Below,1/8/2011,Employed,F,27435,Suburban,Single,76,9,6,0,1,Personal Auto,Personal L3,Offer3,Branch,455.55,Two-Door Car,Medsize
JW94491,California,11790.49617,Yes,Basic,College,1/3/2011,Retired,M,25251,Suburban,Divorced,66,13,43,0,2,Personal Auto,Personal L2,Offer2,Web,316.80,Four-Door Car,Medsize
EW51866,Arizona,6755.076276,No,Extended,College,1/24/2011,Employed,F,29881,Rural,Married,85,27,95,0,6,Personal Auto,Personal L2,Offer1,Call Center,17.92,Four-Door Car,Medsize
KU13616,California,11315.20373,Yes,Premium,Bachelor,2/16/2011,Disabled,F,11885,Suburban,Divorced,101,18,39,0,2,Personal Auto,Personal L2,Offer1,Agent,484.80,Four-Door Car,Medsize
CB15842,California,8207.702516,No,Basic,High School or Below,2/16/2011,Employed,M,40420,Suburban,Married,104,2,10,0,7,Special Auto,Special L3,Offer1,Agent,499.20,SUV,Medsize
RN66968,California,5332.615013,No,Basic,High School or Below,1/3/2011,Employed,M,74837,Suburban,Married,66,9,18,0,7,Personal Auto,Personal L3,Offer2,Agent,376.50,Four-Door Car,Large
IQ30108,Oregon,3087.432549,No,Extended,High School or Below,1/28/2011,Employed,M,67591,Urban,Married,77,2,78,0,1,Special Auto,Special L2,Offer3,Agent,198.08,Four-Door Car,Medsize
VB23257,Oregon,4652.595489,No,Basic,Bachelor,1/5/2011,Employed,M,47590,Rural,Single,119,14,25,0,1,Special Auto,Special L3,Offer1,Branch,121.33,SUV,Medsize
CV13878,California,2489.751297,No,Basic,High School or Below,2/1/2011,Employed,F,75474,Suburban,Married,62,12,7,0,1,Personal Auto,Personal L3,Offer2,Call Center,297.60,Two-Door Car,Medsize
FD14790,Oregon,18196.63824,No,Extended,Bachelor,2/10/2011,Employed,M,57177,Suburban,Married,92,14,51,0,2,Personal Auto,Personal L1,Offer4,Branch,441.60,Four-Door Car,Small
VZ61940,Nevada,2668.731444,No,Basic,Doctor,2/7/2011,Employed,F,52344,Urban,Married,66,4,7,0,1,Personal Auto,Personal L3,Offer3,Agent,182.61,Four-Door Car,Small
PX66705,California,8257.014532,No,Basic,High School or Below,1/22/2011,Employed,F,20072,Suburban,Married,70,26,34,0,2,Personal Auto,Personal L3,Offer2,Agent,487.81,Four-Door Car,Medsize
XG66314,California,12465.92416,No,Basic,College,1/15/2011,Employed,M,33604,Urban,Married,105,5,80,0,2,Personal Auto,Personal L3,Offer1,Branch,357.62,SUV,Medsize
ZM40672,Oregon,6743.126791,No,Basic,Master,1/11/2011,Unemployed,F,0,Suburban,Single,61,2,76,0,2,Corporate Auto,Corporate L3,Offer2,Agent,292.80,Two-Door Car,Small
VF21523,Nevada,2883.165412,No,Basic,High School or Below,1/18/2011,Employed,F,37741,Suburban,Single,74,3,59,0,1,Corporate Auto,Corporate L3,Offer2,Web,355.20,Two-Door Car,Small
OM50417,Arizona,29973.41592,No,Extended,Bachelor,2/16/2011,Employed,F,48471,Rural,Married,83,5,20,1,2,Personal Auto,Personal L2,Offer1,Call Center,208.90,Four-Door Car,Medsize
SO54368,Oregon,4686.469674,Yes,Basic,College,2/12/2011,Employed,M,58089,Suburban,Married,118,31,83,0,1,Personal Auto,Personal L2,Offer1,Agent,566.40,SUV,Medsize
XZ62430,Arizona,6057.07208,Yes,Extended,Bachelor,2/14/2011,Retired,M,27681,Suburban,Married,83,13,62,0,9,Personal Auto,Personal L3,Offer2,Agent,398.40,Two-Door Car,Medsize
RZ51338,Arizona,6895.309989,No,Basic,Bachelor,1/24/2011,Retired,M,28992,Suburban,Divorced,74,3,90,4,2,Personal Auto,Personal L3,Offer2,Branch,355.20,Four-Door Car,Medsize
NV13794,Nevada,9549.113813,No,Basic,High School or Below,2/9/2011,Employed,F,55986,Urban,Married,119,3,60,0,9,Personal Auto,Personal L1,Offer1,Agent,388.51,SUV,Small
JB23570,California,10593.59462,No,Extended,College,2/12/2011,Employed,M,94042,Suburban,Married,132,13,67,0,9,Corporate Auto,Corporate L2,Offer4,Branch,633.60,SUV,Medsize
MH24522,California,7735.465528,No,Basic,College,2/14/2011,Unemployed,M,0,Suburban,Married,101,11,34,0,3,Personal Auto,Personal L2,Offer1,Call Center,563.28,Sports Car,Small
TD78032,Washington,2306.427813,No,Basic,High School or Below,2/14/2011,Unemployed,M,0,Suburban,Single,67,19,70,0,1,Corporate Auto,Corporate L1,Offer4,Call Center,482.40,Four-Door Car,Medsize
WW41496,Nevada,31234.89323,No,Extended,Bachelor,1/1/2011,Employed,F,70164,Urban,Divorced,88,34,3,0,2,Personal Auto,Personal L3,Offer2,Agent,375.40,Two-Door Car,Medsize
IF32545,Nevada,5096.673223,Yes,Basic,Master,1/28/2011,Disabled,F,22886,Suburban,Divorced,65,9,81,0,3,Corporate Auto,Corporate L3,Offer1,Agent,312.00,Four-Door Car,Small
HF72557,Washington,3226.790317,No,Extended,Bachelor,2/6/2011,Medical Leave,M,19948,Suburban,Divorced,89,17,84,0,1,Personal Auto,Personal L2,Offer1,Branch,427.20,Four-Door Car,Medsize
MD41042,Arizona,5896.536531,No,Basic,College,1/14/2011,Employed,F,39293,Urban,Married,74,17,48,0,6,Personal Auto,Personal L3,Offer2,Web,352.74,Two-Door Car,Medsize
UP31333,Washington,13869.92705,Yes,Basic,College,1/21/2011,Employed,M,28432,Suburban,Married,118,1,59,0,2,Corporate Auto,Corporate L3,Offer2,Branch,612.30,SUV,Small
UC35517,Oregon,18532.40504,No,Basic,College,1/22/2011,Unemployed,M,0,Suburban,Single,70,1,30,0,2,Corporate Auto,Corporate L3,Offer4,Branch,504.00,Four-Door Car,Small
HS89788,Arizona,7716.439345,No,Basic,High School or Below,1/11/2011,Unemployed,F,0,Suburban,Single,107,2,93,0,4,Personal Auto,Personal L1,Offer2,Branch,1166.75,Sports Car,Medsize
SG82836,Oregon,6439.779016,No,Extended,High School or Below,1/14/2011,Employed,M,47412,Suburban,Married,81,10,39,0,7,Personal Auto,Personal L2,Offer1,Branch,421.82,Two-Door Car,Small
VM50666,California,9718.463569,No,Basic,Doctor,1/11/2011,Unemployed,M,0,Suburban,Divorced,65,12,46,0,2,Special Auto,Special L3,Offer1,Branch,312.00,Four-Door Car,Large
MD70513,Washington,12759.27844,No,Basic,College,1/20/2011,Employed,M,68351,Suburban,Single,107,16,90,0,2,Personal Auto,Personal L2,Offer1,Branch,725.34,SUV,Medsize
YX96463,Oregon,5926.980962,No,Basic,Bachelor,2/7/2011,Employed,F,58733,Suburban,Married,74,26,42,0,9,Corporate Auto,Corporate L2,Offer2,Call Center,355.20,Four-Door Car,Small
LH38387,Nevada,11389.94398,No,Extended,Bachelor,2/8/2011,Employed,F,58187,Rural,Married,95,18,39,0,2,Personal Auto,Personal L3,Offer4,Branch,76.73,Two-Door Car,Medsize
BY59578,California,3497.483075,No,Extended,College,1/23/2011,Employed,M,63189,Suburban,Married,88,16,95,0,1,Personal Auto,Personal L3,Offer1,Agent,569.12,Four-Door Car,Medsize
RN12107,Oregon,9476.901955,No,Premium,High School or Below,1/4/2011,Unemployed,F,0,Suburban,Single,254,23,55,0,1,Corporate Auto,Corporate L1,Offer1,Call Center,1828.80,Luxury Car,Medsize
MZ84108,Arizona,9853.773193,No,Extended,Bachelor,1/2/2011,Employed,M,44006,Urban,Single,130,18,26,0,4,Personal Auto,Personal L3,Offer1,Branch,494.66,Sports Car,Medsize
JG68387,Nevada,8099.40027,No,Basic,Bachelor,1/27/2011,Employed,F,60932,Suburban,Married,101,7,35,0,3,Corporate Auto,Corporate L3,Offer1,Agent,484.80,SUV,Large
AQ94108,Oregon,8507.832473,No,Basic,College,2/26/2011,Employed,F,56704,Rural,Married,71,33,50,0,2,Corporate Auto,Corporate L3,Offer1,Branch,84.72,Four-Door Car,Medsize
NE85389,Oregon,23903.68234,No,Basic,High School or Below,1/10/2011,Unemployed,F,0,Suburban,Married,74,12,72,1,2,Personal Auto,Personal L3,Offer2,Branch,355.20,Four-Door Car,Medsize
JQ35849,California,5360.557066,No,Basic,High School or Below,1/21/2011,Employed,M,24254,Suburban,Married,68,11,84,0,5,Personal Auto,Personal L3,Offer4,Agent,326.40,Four-Door Car,Medsize
QU93024,California,29706.78459,No,Extended,Bachelor,1/26/2011,Unemployed,M,0,Suburban,Single,128,15,37,0,2,Personal Auto,Personal L2,Offer1,Agent,1345.32,SUV,Medsize
EQ90867,Oregon,5431.213625,No,Basic,College,2/19/2011,Employed,M,57125,Suburban,Divorced,68,13,99,0,3,Corporate Auto,Corporate L1,Offer1,Agent,326.40,Four-Door Car,Small
PG67485,Nevada,9048.983447,Yes,Basic,High School or Below,1/24/2011,Unemployed,M,0,Suburban,Married,119,9,8,0,3,Personal Auto,Personal L2,Offer2,Web,571.20,Sports Car,Medsize
OX62244,California,4359.74197,No,Basic,Bachelor,1/24/2011,Unemployed,M,0,Suburban,Single,64,17,84,0,9,Personal Auto,Personal L1,Offer1,Branch,307.20,Four-Door Car,Medsize
MW98508,Oregon,2889.087654,No,Basic,College,2/13/2011,Employed,F,72075,Rural,Married,73,32,1,2,1,Special Auto,Special L3,Offer2,Web,22.57,Four-Door Car,Medsize
MM50888,Arizona,3056.217296,No,Extended,High School or Below,2/13/2011,Employed,F,34317,Urban,Married,78,6,32,2,1,Personal Auto,Personal L3,Offer2,Web,263.59,Two-Door Car,Medsize
QZ19741,Oregon,13815.7802,No,Premium,College,1/3/2011,Employed,F,96745,Suburban,Married,179,14,25,5,3,Personal Auto,Personal L1,Offer2,Branch,859.20,SUV,Medsize
ET10831,Oregon,5116.727579,No,Basic,College,1/6/2011,Employed,M,95427,Suburban,Single,65,2,85,0,5,Personal Auto,Personal L1,Offer1,Call Center,442.81,Four-Door Car,Medsize
OL72669,Arizona,10033.28281,No,Premium,Bachelor,2/7/2011,Unemployed,M,0,Suburban,Single,146,5,84,0,3,Corporate Auto,Corporate L3,Offer1,Call Center,1404.85,SUV,Medsize
BM46418,Nevada,2772.835753,No,Basic,College,2/20/2011,Employed,M,30606,Urban,Married,71,11,7,0,1,Personal Auto,Personal L3,Offer2,Branch,253.05,Two-Door Car,Medsize
VD78722,Oregon,2647.519741,Yes,Basic,College,2/20/2011,Employed,M,37876,Urban,Single,69,13,15,0,1,Personal Auto,Personal L2,Offer2,Agent,300.06,Four-Door Car,Medsize
FL69981,California,4038.864803,No,Basic,Bachelor,2/23/2011,Unemployed,F,0,Suburban,Married,110,17,59,0,1,Personal Auto,Personal L3,Offer2,Call Center,528.00,SUV,Medsize
EG10175,California,7781.89849,No,Extended,Master,2/16/2011,Employed,F,57474,Urban,Divorced,97,21,44,0,3,Personal Auto,Personal L3,Offer1,Agent,280.04,Two-Door Car,Large
WS60888,California,16473.16905,Yes,Basic,Bachelor,2/24/2011,Retired,M,22828,Suburban,Married,106,11,54,0,2,Personal Auto,Personal L2,Offer1,Agent,508.80,SUV,Medsize
LM58227,Oregon,5285.314179,No,Basic,High School or Below,1/14/2011,Employed,F,65096,Suburban,Married,67,3,81,3,8,Personal Auto,Personal L2,Offer1,Call Center,321.60,Four-Door Car,Medsize
IK49861,Oregon,3107.588649,No,Extended,Bachelor,2/23/2011,Unemployed,M,0,Rural,Married,88,1,66,0,1,Personal Auto,Personal L2,Offer2,Agent,87.14,Two-Door Car,Medsize
RM87465,Arizona,5780.182197,Yes,Basic,High School or Below,2/26/2011,Employed,M,51066,Suburban,Single,74,23,0,0,8,Personal Auto,Personal L2,Offer2,Call Center,787.99,Four-Door Car,Medsize
BY75330,California,26939.51419,No,Basic,Bachelor,1/15/2011,Employed,M,96866,Urban,Divorced,113,26,88,1,2,Personal Auto,Personal L2,Offer1,Agent,377.39,SUV,Small
CF41619,Nevada,2329.459058,No,Basic,College,2/9/2011,Employed,M,20934,Suburban,Married,61,14,35,1,1,Personal Auto,Personal L3,Offer2,Branch,292.80,Four-Door Car,Small
ZZ54454,Nevada,4589.940596,No,Premium,Master,1/10/2011,Employed,M,32510,Suburban,Single,119,29,38,0,1,Personal Auto,Personal L2,Offer2,Agent,571.20,Two-Door Car,Small
CU84967,California,4428.031583,Yes,Basic,High School or Below,1/29/2011,Employed,F,58577,Urban,Married,110,6,62,0,1,Personal Auto,Personal L3,Offer1,Agent,303.87,SUV,Medsize
UR56056,Oregon,10881.77039,No,Extended,Bachelor,2/6/2011,Employed,M,73268,Rural,Married,137,30,35,0,3,Personal Auto,Personal L3,Offer3,Agent,41.14,SUV,Medsize
VN30344,California,5412.696604,No,Extended,College,1/22/2011,Unemployed,M,0,Suburban,Single,80,8,44,0,3,Personal Auto,Personal L3,Offer2,Agent,576.00,Four-Door Car,Small
YE67531,Oregon,8382.630118,Yes,Basic,High School or Below,2/4/2011,Retired,M,19683,Suburban,Married,117,17,41,1,9,Personal Auto,Personal L3,Offer1,Web,561.60,Sports Car,Medsize
EW67348,Nevada,4834.710493,Yes,Basic,College,1/31/2011,Employed,F,38713,Suburban,Divorced,66,31,69,4,6,Personal Auto,Personal L3,Offer2,Call Center,316.80,Four-Door Car,Medsize
PD69398,Washington,21710.27538,No,Extended,College,2/26/2011,Employed,M,62370,Rural,Married,94,4,10,2,2,Corporate Auto,Corporate L1,Offer2,Call Center,32.01,Four-Door Car,Medsize
YT43943,California,2430.870824,No,Basic,High School or Below,2/17/2011,Employed,F,28476,Suburban,Divorced,62,3,76,0,1,Personal Auto,Personal L3,Offer2,Agent,297.60,Four-Door Car,Medsize
ON74557,California,14651.6153,No,Extended,Bachelor,1/6/2011,Employed,M,74915,Urban,Married,122,13,17,0,2,Personal Auto,Personal L2,Offer3,Branch,393.15,SUV,Medsize
JL52508,Oregon,5073.282126,Yes,Extended,Doctor,1/30/2011,Employed,M,57709,Suburban,Married,125,10,26,0,1,Personal Auto,Personal L2,Offer2,Branch,600.00,SUV,Medsize
UI62725,Oregon,5520.476175,No,Basic,Bachelor,1/2/2011,Employed,M,94676,Suburban,Divorced,69,27,14,0,3,Corporate Auto,Corporate L3,Offer2,Agent,331.20,Four-Door Car,Medsize
LO75919,Arizona,6008.184526,No,Extended,Bachelor,1/1/2011,Employed,M,43543,Urban,Married,76,11,62,0,8,Personal Auto,Personal L3,Offer1,Call Center,339.26,Two-Door Car,Medsize
SM62247,Nevada,24543.19862,No,Extended,High School or Below,1/24/2011,Employed,F,68297,Suburban,Single,212,6,42,3,2,Corporate Auto,Corporate L3,Offer2,Call Center,1272.49,Luxury Car,Medsize
AF20716,Oregon,2429.374554,No,Basic,Bachelor,1/17/2011,Employed,M,74241,Rural,Married,61,21,57,0,1,Personal Auto,Personal L3,Offer2,Agent,138.59,Two-Door Car,Medsize
LQ22609,Arizona,3452.029549,No,Extended,College,1/11/2011,Employed,F,61385,Rural,Married,86,25,35,0,1,Personal Auto,Personal L3,Offer2,Call Center,199.30,Four-Door Car,Medsize
ZP80265,Oregon,4109.310394,No,Basic,Bachelor,1/11/2011,Unemployed,M,0,Suburban,Single,62,0,23,0,8,Personal Auto,Personal L3,Offer1,Agent,446.40,Two-Door Car,Large
BO87401,Nevada,8714.922135,Yes,Basic,College,2/21/2011,Unemployed,F,0,Suburban,Divorced,118,14,64,0,4,Personal Auto,Personal L1,Offer1,Agent,566.40,SUV,Medsize
SX20211,Oregon,8110.305608,No,Premium,College,1/22/2011,Employed,M,52548,Suburban,Married,101,10,1,0,5,Personal Auto,Personal L3,Offer2,Call Center,587.50,Four-Door Car,Medsize
EK61334,California,3669.83263,No,Extended,Bachelor,2/22/2011,Unemployed,F,0,Urban,Married,95,22,17,0,1,Personal Auto,Personal L2,Offer3,Agent,429.66,Four-Door Car,Medsize
QJ49871,Oregon,3893.305281,No,Basic,College,1/21/2011,Employed,M,26605,Suburban,Married,100,33,13,0,1,Personal Auto,Personal L1,Offer3,Call Center,933.33,SUV,Medsize
OO65445,Oregon,2496.476385,No,Basic,Bachelor,1/27/2011,Unemployed,F,0,Urban,Married,67,25,32,0,1,Personal Auto,Personal L1,Offer1,Call Center,181.34,Four-Door Car,Medsize
WP55297,Washington,4629.970602,No,Basic,Bachelor,1/10/2011,Unemployed,M,0,Suburban,Single,70,23,32,0,7,Personal Auto,Personal L1,Offer2,Branch,754.95,Four-Door Car,Large
WY12393,Washington,17684.65456,No,Basic,High School or Below,1/23/2011,Employed,F,82667,Suburban,Single,64,5,65,1,2,Special Auto,Special L1,Offer1,Branch,307.20,Two-Door Car,Medsize
JF32940,Oregon,15663.65604,No,Extended,Bachelor,1/12/2011,Employed,F,31789,Rural,Married,130,11,65,0,2,Personal Auto,Personal L2,Offer2,Agent,316.42,SUV,Small
WX84274,Oregon,4940.124252,No,Basic,Bachelor,2/13/2011,Unemployed,F,0,Suburban,Single,71,10,85,0,3,Corporate Auto,Corporate L3,Offer1,Agent,551.57,Four-Door Car,Small
CW85845,California,2754.461855,No,Basic,High School or Below,1/8/2011,Employed,F,25151,Urban,Married,69,22,19,0,1,Corporate Auto,Corporate L2,Offer2,Agent,318.04,Four-Door Car,Medsize
IO57824,Arizona,2953.797658,No,Extended,Bachelor,2/2/2011,Unemployed,M,0,Urban,Married,87,25,6,2,1,Personal Auto,Personal L2,Offer2,Web,414.19,Four-Door Car,Medsize
AX86552,California,6198.793072,No,Extended,College,2/18/2011,Medical Leave,M,24053,Suburban,Divorced,87,33,53,1,7,Personal Auto,Personal L2,Offer2,Web,624.53,Four-Door Car,Medsize
LM84078,Oregon,12176.00621,No,Basic,College,2/21/2011,Unemployed,M,0,Suburban,Single,117,5,3,0,2,Personal Auto,Personal L2,Offer3,Web,1373.26,SUV,Medsize
GG87344,Oregon,4035.009284,No,Basic,College,1/4/2011,Employed,F,55407,Urban,Married,101,30,68,1,1,Personal Auto,Personal L3,Offer3,Agent,275.34,SUV,Medsize
LA35379,Oregon,2954.387586,No,Basic,Master,1/8/2011,Employed,F,62461,Rural,Married,73,15,7,0,1,Personal Auto,Personal L1,Offer2,Agent,129.27,Four-Door Car,Small
EZ43738,California,5204.64616,No,Basic,Bachelor,2/9/2011,Medical Leave,F,29406,Suburban,Married,68,33,79,0,6,Personal Auto,Personal L3,Offer1,Agent,326.40,Four-Door Car,Medsize
DF49110,Oregon,8100.243093,No,Basic,Doctor,1/12/2011,Employed,M,89420,Urban,Married,67,3,83,0,2,Personal Auto,Personal L1,Offer2,Call Center,212.46,Four-Door Car,Medsize
IL32727,California,4443.631711,No,Extended,High School or Below,2/24/2011,Unemployed,F,0,Suburban,Married,121,7,69,0,1,Personal Auto,Personal L2,Offer1,Agent,644.27,SUV,Medsize
QV55524,Washington,7503.367741,No,Extended,College,2/6/2011,Employed,M,52464,Suburban,Married,95,9,15,0,3,Personal Auto,Personal L2,Offer4,Agent,515.93,Four-Door Car,Medsize
EB55390,Oregon,2548.509175,No,Basic,Master,2/12/2011,Employed,F,43731,Urban,Married,64,35,12,2,1,Special Auto,Special L3,Offer3,Web,162.46,Four-Door Car,Medsize
KB54415,Arizona,2473.368225,No,Basic,High School or Below,1/30/2011,Disabled,M,13449,Suburban,Single,68,28,13,0,1,Personal Auto,Personal L2,Offer1,Agent,326.40,Four-Door Car,Large
PG14554,Arizona,32777.30467,No,Basic,Bachelor,2/26/2011,Unemployed,M,0,Suburban,Married,115,3,22,0,2,Personal Auto,Personal L2,Offer1,Call Center,552.00,SUV,Small
QI63521,Nevada,19228.46362,No,Basic,High School or Below,2/24/2011,Unemployed,M,0,Suburban,Single,187,14,32,0,2,Personal Auto,Personal L2,Offer1,Branch,897.60,Luxury SUV,Medsize
DC85335,Oregon,4538.117454,No,Basic,College,1/13/2011,Employed,M,49821,Suburban,Married,61,26,48,4,3,Personal Auto,Personal L2,Offer4,Web,333.31,Four-Door Car,Small
SR26762,California,7663.514373,No,Basic,Bachelor,2/7/2011,Employed,F,34837,Rural,Married,63,32,27,0,2,Personal Auto,Personal L1,Offer1,Agent,72.83,Four-Door Car,Medsize
UH86550,Oregon,4177.288153,No,Premium,College,1/17/2011,Employed,F,44222,Urban,Married,104,19,3,0,1,Personal Auto,Personal L2,Offer3,Branch,413.20,Four-Door Car,Medsize
ON72594,California,11776.00378,No,Extended,Master,2/26/2011,Employed,F,58881,Urban,Married,97,8,51,0,2,Personal Auto,Personal L2,Offer4,Branch,354.89,Four-Door Car,Medsize
LE28486,Oregon,3996.772165,No,Basic,College,2/5/2011,Employed,F,46210,Rural,Married,100,2,44,0,1,Personal Auto,Personal L3,Offer1,Agent,46.32,SUV,Medsize
EJ86526,Oregon,5490.775023,No,Basic,Bachelor,1/15/2011,Employed,F,49480,Rural,Married,70,17,57,1,4,Corporate Auto,Corporate L2,Offer2,Web,72.69,Four-Door Car,Medsize
DQ92905,Arizona,12989.81806,No,Basic,Bachelor,2/24/2011,Unemployed,M,0,Suburban,Single,65,16,3,0,2,Personal Auto,Personal L3,Offer1,Web,312.00,Four-Door Car,Medsize
JL25091,California,4599.759229,No,Premium,Bachelor,2/27/2011,Employed,M,79284,Rural,Single,117,9,59,1,1,Special Auto,Special L2,Offer3,Agent,156.45,Four-Door Car,Medsize
HP42153,Washington,2351.878675,No,Basic,High School or Below,1/29/2011,Medical Leave,F,12928,Suburban,Single,64,12,74,0,1,Personal Auto,Personal L3,Offer1,Agent,307.20,Four-Door Car,Medsize
OQ27893,Oregon,2903.242245,No,Basic,High School or Below,1/10/2011,Employed,M,20510,Suburban,Married,74,32,63,0,1,Personal Auto,Personal L3,Offer2,Agent,355.20,Two-Door Car,Medsize
PB31909,California,3807.528493,No,Premium,College,1/19/2011,Unemployed,M,0,Suburban,Single,115,16,89,0,1,Corporate Auto,Corporate L2,Offer1,Agent,828.00,Four-Door Car,Medsize
AL43715,Nevada,8310.704732,No,Premium,Master,1/29/2011,Employed,M,67541,Rural,Married,104,10,45,0,6,Personal Auto,Personal L3,Offer4,Agent,203.89,Four-Door Car,Medsize
YA70612,Oregon,8962.795984,No,Basic,Bachelor,2/14/2011,Employed,M,97924,Suburban,Married,74,4,26,0,2,Personal Auto,Personal L2,Offer1,Branch,355.20,Two-Door Car,Medsize
LO37570,Arizona,12157.5413,No,Extended,High School or Below,1/7/2011,Employed,M,40432,Suburban,Married,77,21,66,0,2,Personal Auto,Personal L3,Offer3,Agent,369.60,Four-Door Car,Medsize
XC83045,Nevada,16460.07754,No,Extended,Bachelor,2/9/2011,Disabled,M,16869,Suburban,Divorced,222,28,57,0,3,Personal Auto,Personal L2,Offer1,Call Center,1065.60,Luxury SUV,Small
NC47038,Arizona,8788.532018,No,Basic,High School or Below,1/10/2011,Employed,M,91171,Suburban,Married,110,3,64,0,8,Personal Auto,Personal L2,Offer2,Agent,771.40,SUV,Medsize
DS31990,Oregon,5093.479191,No,Basic,High School or Below,1/12/2011,Unemployed,M,0,Rural,Married,71,12,55,0,3,Personal Auto,Personal L3,Offer2,Call Center,150.88,Two-Door Car,Large
CR99369,Arizona,5377.90796,No,Basic,High School or Below,2/16/2011,Employed,M,34528,Urban,Married,69,22,0,2,7,Corporate Auto,Corporate L3,Offer1,Agent,183.60,Four-Door Car,Large
RE68901,Washington,5635.746396,No,Basic,College,2/26/2011,Employed,F,20303,Suburban,Married,71,24,84,0,3,Corporate Auto,Corporate L3,Offer1,Branch,340.80,Four-Door Car,Small
VQ97965,Oregon,3514.212939,No,Extended,Bachelor,2/23/2011,Employed,F,73643,Rural,Single,89,2,2,0,1,Corporate Auto,Corporate L3,Offer2,Agent,147.49,Four-Door Car,Medsize
ZK83518,California,4386.277558,Yes,Basic,College,2/11/2011,Retired,M,10621,Suburban,Single,67,28,22,0,5,Personal Auto,Personal L3,Offer1,Agent,321.60,Four-Door Car,Medsize
EJ77557,California,7294.5816,No,Extended,High School or Below,2/7/2011,Employed,M,76407,Suburban,Married,91,22,85,0,9,Personal Auto,Personal L2,Offer1,Agent,436.80,Four-Door Car,Medsize
QJ62033,Arizona,2415.063816,No,Basic,High School or Below,2/6/2011,Unemployed,M,0,Suburban,Single,71,20,4,0,1,Personal Auto,Personal L3,Offer2,Call Center,511.20,Four-Door Car,Medsize
OH23652,Oregon,4693.751128,No,Extended,Bachelor,2/6/2011,Medical Leave,F,26607,Suburban,Married,122,3,73,0,1,Personal Auto,Personal L2,Offer1,Agent,585.60,SUV,Medsize
NE51159,Oregon,7481.825592,No,Extended,College,1/24/2011,Employed,M,61783,Suburban,Married,94,17,20,0,6,Personal Auto,Personal L2,Offer2,Branch,658.13,Four-Door Car,Small
GU56606,Nevada,5953.352957,No,Extended,Bachelor,1/5/2011,Employed,M,20283,Suburban,Divorced,77,7,17,0,3,Personal Auto,Personal L1,Offer2,Branch,369.60,Two-Door Car,Medsize
HR28499,California,3890.964154,No,Extended,Bachelor,1/1/2011,Employed,M,43578,Rural,Married,98,5,46,0,1,Personal Auto,Personal L1,Offer2,Agent,105.66,Two-Door Car,Medsize
VK92827,California,5352.218989,No,Basic,Bachelor,1/26/2011,Employed,M,93606,Suburban,Divorced,67,23,44,0,3,Personal Auto,Personal L3,Offer2,Branch,321.60,Four-Door Car,Small
DZ85842,California,8105.81483,No,Basic,High School or Below,2/27/2011,Retired,M,17920,Suburban,Married,72,14,53,0,2,Personal Auto,Personal L1,Offer1,Branch,424.38,Four-Door Car,Medsize
HX87528,California,3509.968806,No,Extended,College,1/28/2011,Employed,M,51800,Urban,Single,92,29,12,0,1,Personal Auto,Personal L2,Offer1,Agent,299.45,Four-Door Car,Medsize
FJ57446,Oregon,8434.119038,No,Basic,College,1/4/2011,Employed,F,27694,Suburban,Single,108,3,3,0,7,Personal Auto,Personal L2,Offer3,Agent,741.85,SUV,Small
